Input String,Response String,text
"Somebody Stupefied a Death Eater on top of the tower after Dumbledore died. There were also two broomsticks up there. The Ministry can add two and two, Harry.","Glad to hear it, Well, where I went with Dumbledore and what we did is my business. He didn’t want people to know.","###Prompt:
Answer as if you are Harry responding to the previous line."
"Glad to hear it, Well, where I went with Dumbledore and what we did is my business. He didn’t want people to know.","Such loyalty is admirable, of course, but Dumbledore is gone, Harry. He’s gone.","###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
"Such loyalty is admirable, of course, but Dumbledore is gone, Harry. He’s gone.","He will only be gone from the school when none here are loyal to him,","###Prompt:
Answer as if you are Harry responding to the previous line."
"He will only be gone from the school when none here are loyal to him,",My dear boy . . . even Dumbledore cannot return from the —,"###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
My dear boy . . . even Dumbledore cannot return from the —,I am not saying he can. You wouldn’t understand. But I’ve got nothing to tell you.,"###Prompt:
Answer as if you are Harry responding to the previous line."
I am not saying he can. You wouldn’t understand. But I’ve got nothing to tell you.,"The Ministry can offer you all sorts of protection, you know, Harry. I would be delighted to place a couple of my Aurors at your service —","###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
"The Ministry can offer you all sorts of protection, you know, Harry. I would be delighted to place a couple of my Aurors at your service —","Voldemort wants to kill me himself, and Aurors won’t stop him. So thanks for the offer, but no thanks.","###Prompt:
Answer as if you are Harry responding to the previous line."
"Voldemort wants to kill me himself, and Aurors won’t stop him. So thanks for the offer, but no thanks.","So,","###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
"So,",What request? Oh yeah . . . the one where I tell the world what a great job you’re doing in exchange for —,"###Prompt:
Answer as if you are Harry responding to the previous line."
What request? Oh yeah . . . the one where I tell the world what a great job you’re doing in exchange for —,— for raising everyone’s morale!,"###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
— for raising everyone’s morale!,Released Stan Shunpike yet?,"###Prompt:
Answer as if you are Harry responding to the previous line."
Released Stan Shunpike yet?,I see you are —,"###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
I see you are —,"Dumbledore’s man through and through, That’s right.Harry: What do you see when you look in the mirror?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Dumbledore’s man through and through, That’s right.Harry: What do you see when you look in the mirror?","I? I see myself holding a pair of thick, woolen socks.","###Prompt:
Answer as if you are Dumbledore responding to the previous line."
"I? I see myself holding a pair of thick, woolen socks.","Well, of course, Dumbledore is a biographer’s dream, Such a long, full life. I’m sure my book will be the first of very, very many. Oh, when you’ve been a journalist as long as I have, working to a deadline is second nature. I knew that the Wizarding world was clamoring for the full story and I wanted to be the first to meet that need.","###Prompt:
Answer as if you are Skeeter responding to the previous line."
"Well, of course, Dumbledore is a biographer’s dream, Such a long, full life. I’m sure my book will be the first of very, very many. Oh, when you’ve been a journalist as long as I have, working to a deadline is second nature. I knew that the Wizarding world was clamoring for the full story and I wanted to be the first to meet that need.","I mention the recent, widely publicized remarks of Elphias Doge, Special Advisor to the Wizengamot and longstanding friend of Albus Dumbledore’s, that Skeeter’s book contains less fact than a Chocolate Frog card.","###Prompt:
Answer as if you are Doge responding to the previous line."
"I mention the recent, widely publicized remarks of Elphias Doge, Special Advisor to the Wizengamot and longstanding friend of Albus Dumbledore’s, that Skeeter’s book contains less fact than a Chocolate Frog card.","Darling Dodgy! Oh, my dear, you know as well as I do how much information can be generated by a fat bag of Galleons, a refusal to hear the word ‘no,’ and a nice sharp Quick-Quotes Quill! People were queuing to dish the dirt on Dumbledore anyway. Not everyone thought he was so wonderful, you know — he trod on an awful lot of important toes. Now, come off it, Betty, I’m not giving away all the highlights before anybody’s bought the book! But I can promise that anybody who still thinks Dumbledore was white as his beard is in for a rude awakening! Let’s just say that nobody hearing him rage against You-Know-Who would have dreamed that he dabbled in the Dark Arts himself in his youth! And for a wizard who spent his later years pleading for tolerance, he wasn’t exactly broad-minded when he was younger! Yes, Albus Dumbledore had an extremely murky past, not to mention that very fishy family, which he worked so hard to keep hushed up. Oh, now, I’m glad you mentioned Grindelwald, I’m afraid those who go dewy-eyed over Dumbledore’s spectacular victory must brace themselves for a bombshell — or perhaps a Dungbomb. Very dirty business indeed. All I’ll say is, don’t be so sure that there really was the spectacular duel of legend. After they’ve read my book, people may be forced to conclude that Grindelwald simply conjured a white handkerchief from the end of his wand and came quietly! Oh yes, I devote an entire chapter to the whole Potter–Dumbledore relationship. It’s been called unhealthy, even sinister. Again, your readers will have to buy my book for the whole story, but there is no question that Dumbledore took an unnatural interest in Potter from the word go. Whether that was really in the boy’s best interests — well, we’ll see. It’s certainly an open secret that Potter has had a most troubled adolescence. Oh, yes, we’ve developed a close bond, Poor Potter has few real friends, and we met at one of the most testing moments of his life — the Triwizard Tournament. I am probably one of the only people alive who can say that they know the real Harry Potter. Well, I don’t want to say too much — it’s all in the book — but eyewitnesses inside Hogwarts castle saw Potter running away from the scene moments after Dumbledore fell, jumped, or was pushed. Potter later gave evidence against Severus Snape, a man against whom he has a notorious grudge. Is everything as it seems? That is for the Wizarding community to decide — once they’ve read my book.","###Prompt:
Answer as if you are Skeeter responding to the previous line."
